idbook,title,author,language,code,section,description,physical_state,status,price
1,PALABRUJAS,EDGARR ALLAN GARCÍA,ESPAÑOL,30006314,LL,POEMAS CORTOS,BUENE STADO,1,0
2,FIESTAS POPULARES,ANONIMO,ESPAÑOL,3057,CP,HISTORIA,,1,0
3,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4003,LG,CABALLERIA Y AVENTURA,,1,0
4,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4004,LG,CABALLERIA Y AVENTURA,,1,0
5,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4005,LG,CABALLERIA Y AVENTURA,,1,0
6,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4006,LG,CABALLERIA Y AVENTURA,,1,0
7,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4007,LG,CABALLERIA Y AVENTURA,,1,0
8,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4008,LG,CABALLERIA Y AVENTURA,,1,0
9,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4009,LG,CABALLERIA Y AVENTURA,,1,0
10,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4010,LG,CABALLERIA Y AVENTURA,,1,0
11,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4011,LG,CABALLERIA Y AVENTURA,,1,0
12,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4012,LG,CABALLERIA Y AVENTURA,,1,0
13,EL LAZARILLO DE TORMES,ANÓNIMO,ESPAÑOL,4013,LG,CABALLERIA Y AVENTURA,,1,0
14,CRÓNICA DE UNA MUERTE ANUNCIADA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4015,LG,MISTERIO,,1,0
15,CRÓNICA DE UNA MUERTE ANUNCIADA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4016,LG,MISTERIO,,1,0
16,DE LA TIERRA A LA LUNA,JULIO VERNE,ESPAÑOL,4017,LL,AVENTURA Y TRAVESÍA,,1,0
17,DE LA TIERRA A LA LUNA,JULIO VERNE,ESPAÑOL,4018,LL,DE LA TIERRA A LA LUNA,,1,0
18,LA ODISEA,HOMERO,ESPAÑOL,4020,LG,CABALLERIA Y AVENTURA,,1,0
19,LAS AVENTURAS DE TOM SAWYER,MARK TWAIN,ESPAÑOL,4021,LG,AVENTURA Y TRAVESÍA,,1,0
20,LAS AVENTURAS DE TOM SAWYER,MARK TWAIN,ESPAÑOL,4022,LG,AVENTURA Y TRAVESÍA,,1,0
21,LAS AVENTURAS DE TOM SAWYER,MARK TWAIN,ESPAÑOL,4023,LG,AVENTURA Y TRAVESÍA,,1,0
22,LAS AVENTURAS DE TOW SAWYER,MARK TWAIN,ESPAÑOL,4024,LL,AVENTURA Y FANTASIA,,1,0
23,LA ODISEA,HOMERO,ESPAÑOL,4025,LG,CABALLERIA Y AVENTURA,,1,0
24,LA ODISEA,HOMERO,ESPAÑOL,4026,LG,CABALLERIA Y AVENTURA,,1,0
25,LA ODISEA,HOMERO,ESPAÑOL,4027,LG,CABALLERIA Y AVENTURA,,1,0
26,LA ODISEA,HOMERO,ESPAÑOL,4029,LG,CABALLERIA Y AVENTURA,,1,0
27,LA ODISEA,HOMERO,ESPAÑOL,4030,LG,CABALLERIA Y AVENTURA,,1,0
28,LA ODISEA,HOMERO,ESPAÑOL,4031,LG,CABALLERIA Y AVENTURA,,1,0
29,LA ODISEA,HOMERO,ESPAÑOL,4032,LG,CABALLERIA Y AVENTURA,,1,0
30,LA ODISEA,HOMERO,ESPAÑOL,4034,LG,CABALLERIA Y AVENTURA,,1,0
31,EL TÚNEL,ERNESTO SÁBATO,ESPAÑOL,4036,LG,NOVELA POLICIAL,,1,0
32,EL TÚNEL,ERNESTO SÁBATO,ESPAÑOL,4037,LG,NOVELA POLICIAL,,1,0
33,EL TÚNEL,ERNESTO SÁBATO,ESPAÑOL,4039,LG,NOVELA POLICIAL,,1,0
34,EL TÚNEL,ERNESTO SÁBATO,ESPAÑOL,4042,LG,NOVELA POLICIAL,,1,0
35,EL TÚNEL,ERNESTO SÁBATO,ESPAÑOL,4043,LG,NOVELA POLICIAL,,1,0
36,CRÓNICA DE UNA MUERTE ANUNCIADA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4046,LG,MISTERIO,,1,0
37,CRÓNICA DE UNA MUERTE ANUNCIADA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4047,LG,MISTERIO,,1,0
38,CRÓNICA DE UNA MUERTE ANUNCIADA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4048,LG,MISTERIO,,1,0
39,CRÓNICA DE UNA MUERTE ANUNCIADA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4049,LG,MISTERIO,,1,0
40,CRÓNICA DE UNA MUERTE ANUNCIADA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4050,LG,MISTERIO,,1,0
41,CRÓNICA DE UNA MUERTE ANUNCIADA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4051,LG,MISTERIO,,1,0
42,CRÓNICA DE UNA MUERTE ANUNCIADA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4052,LG,MISTERIO,,1,0
43,CRÓNICA DE UNA MUERTE ANUNCIADA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4053,LG,MISTERIO,,1,0
44,CRIMEN Y CASTIGO,FEDOR DOSTIEVSKI,ESPAÑOL,4057,LG,DRAMA,,1,0
45,CRIMEN Y CASTIGO,FEDOR DOSTIEVSKI,ESPAÑOL,4058,LG,DRAMA,,1,0
46,CRIMENY CASTIGO,FEDOR DOSTDIEVSKI,ESPAÑOL,4059,LL,APRENDIZAJE,,1,0
47,CRIMEN Y CASTIGO,FEDOR DOSTIEVSKI,ESPAÑOL,4065,LG,MISTERIO,,1,0
48,CRIMEN Y CASTIGO,FEDOR DOSTOLEVSKI,ESPAÑOL,4067,LL,DRAMA,,1,0
49,EL TÚNEL,ERNESTO SÁBATO,ESPAÑOL,4100,LG,NOVELA POLICIAL,,1,0
50,CRÓNICA DE UNA MUERTE ANUNCIADA,GABRIEL GARCIA MARQUEZ,ESPAÑOL,4101,LG,MISTERIO,,1,0
51,LOS MISERABLES,VICTOR HUGO,ESPAÑOL,4102,LG,DRAMA,,1,0
52,LOS MISERABLES,VICTOR HUGO,ESPAÑOL,4103,LG,DRAMA,,1,0
53,LOS MISERABLES,VICTOR HUGO,ESPAÑOL,4106,LG,DRAMA,,1,0
54,LOS MISERABLES,VICTOR HUGO,ESPAÑOL,4107,LG,DRAMA,,1,0
55,LOS MISERABLES,VICTOR HUGO,ESPAÑOL,4109,LG,DRAMA,,1,0
56,LOS MISERABLES,VICTOR HUGO,ESPAÑOL,4110,LG,DRAMA,,1,0
57,LOS MISERABLES,VICTOR HUGO,ESPAÑOL,4111,LG,DRAMA,,1,0
58,LOS MISERABLES,VICTOR HUGO,ESPAÑOL,4112,LG,DRAMA,,1,0
59,LOS MISERABLES,VICTOR HUGO,ESPAÑOL,4114,LG,DRAMA,,1,0
60,CRIMEN Y CASTIGO,FIODOR DOSTOIEVSKY,ESPAÑOL,4116,LL,DRAMA,,1,0
61,CRIMEN Y CASTIGO,FIODOR DOSTOIEVSKY,ESPAÑOL,4119,LL,DRAMA,,1,0
62,CRIMEN Y CASTIGO,FIODOR DOSTOIEVSKY,ESPAÑOL,4120,LL,DRAMA,,1,0
63,CRIMEN Y CASTIGO,FIODOR DOSTOIEVSKY,ESPAÑOL,4121,LL,DRAMA,,1,0
64,CRIMEN Y CASTIGO,FIODOR DOSTOIEVSKY,ESPAÑOL,4122,LL,DRAMA,,1,0
65,CRIMEN Y CASTIGO,FIODOR DOSTOIEVSKY,ESPAÑOL,4126,LL,DRAMA,,1,0
66,LA PESTE,ALBERT CAMUS,ESPAÑOL,4129,LG,DRAMA,,1,0
67,LA PESTE,ALBERT CAMUS,ESPAÑOL,4130,LG,DRAMA,,1,0
68,LA PESTE,ALBERT CAMUS,ESPAÑOL,4132,LG,DRAMA,,1,0
69,LA PESTE,ALBERT CAMUS,ESPAÑOL,4135,LG,APRENDIZAJE,,1,0
70,DOCE RELATOS LOS SAGURIMAS,JOSÉ DE LA CUADRA,ESPAÑOL,4137,LG,AVENTURA,,1,0
71,DOCE RELATOS LOS SAGURIMAS,JOSÉ DE LA CUADRA,ESPAÑOL,4138,LG,AVENTURA,,1,0
72,DOCE RELATOS LOS SAGURIMAS,JOSÉ DE LA CUADRA,ESPAÑOL,4139,LG,AVENTURA,,1,0
73,DOCE RELATOS LOS SAGURIMAS,JOSÉ DE LA CUADRA,ESPAÑOL,4140,LG,AVENTURA,,1,0
74,DOCE RELATOS LOS SAGURIMAS,JOSÉ DE LA CUADRA,ESPAÑOL,4141,LG,AVENTURA,,1,0
75,DOCE RELATOS LOS SAGURIMAS,JOSÉ DE LA CUADRA,ESPAÑOL,4142,LG,AVENTURA,,1,0
76,DOCE RELATOS LOS SAGURIMAS,JOSÉ DE LA CUADRA,ESPAÑOL,4143,LG,AVENTURA,,1,0
77,DOCE RELATOS LOS SAGURIMAS,JOSÉ DE LA CUADRA,ESPAÑOL,4144,LG,AVENTURA,,1,0
78,DOCE RELATOS LOS SAGURIMAS,JOSÉ DE LA CUADRA,ESPAÑOL,4145,LG,AVENTURA,,1,0
79,DOCE RELATOS LOS SAGURIMAS,JOSÉ DE LA CUADRA,ESPAÑOL,4146,LG,AVENTURA,,1,0
80,TARTUFO,MOLIERE,ESPAÑOL,4150,LG,TEATRO,,1,0
81,TARTUFO,MOLIERE,ESPAÑOL,4151,LG,TEATRO,,1,0
82,TARTUFO,MOLIERE,ESPAÑOL,4152,LG,TEATRO,,1,0
83,TARTUFO,MOLIERE,ESPAÑOL,4153,LG,TEATRO,,1,0
84,TARTUFO,MOLIERE,ESPAÑOL,4155,LG,TEATRO,,1,0
85,LA LINARES,IVÁN ÉGUEZ,ESPAÑOL,4159,LG,SATIRA SOCIAL,,1,0
86,LA LINARES,IVÁN ÉGUEZ,ESPAÑOL,4160,LG,SATIRA SOCIAL,,1,0
87,CRÓNICAS INTRATERRESTRES,NEY YÉPEZ CORTÉS,ESPAÑOL,4161,LG,AVENTURA,,1,0
88,LA LINARES,IVÁN ÉGUEZ,ESPAÑOL,4163,LG,SATIRA SOCIAL,,1,0
89,LA LINARES,IVÁN ÉGUEZ,ESPAÑOL,4164,LG,SATIRA SOCIAL,,1,0
90,LA LINARES,IVÁN ÉGUEZ,ESPAÑOL,4166,LG,SATIRA SOCIAL,,1,0
91,LA LINARES,IVÁN ÉGUEZ,ESPAÑOL,4167,LG,SATIRA SOCIAL,,1,0
92,LA LINARES,IVÁN ÉGUEZ,ESPAÑOL,4168,LG,SATIRA SOCIAL,,1,0
93,LA LINARES,IVÁN ÉGUEZ,ESPAÑOL,4169,LG,SATIRA SOCIAL,,1,0
94,LA LINARES,IVÁN ÉGUEZ,ESPAÑOL,4171,LG,SATIRA SOCIAL,,1,0
95,LA LINARES,IVÁN ÉGUEZ,ESPAÑOL,4172,LG,SATIRA SOCIAL,,1,0
96,LA LINARES,IVÁN ÉGUEZ,ESPAÑOL,4173,LG,SATIRA SOCIAL,,1,0
97,LA LINARES,IVÁN ÉGUEZ,ESPAÑOL,4174,LG,SATIRA SOCIAL,,1,0
98,PAQUETECUENTO,HUILO RUALES HUALCA,ESPAÑOL,4175,LG,MISTERIO,,1,0
99,PAQUETECUENTO,HUILO RUALES HUALCA,ESPAÑOL,4176,LG,MISTERIO,,1,0
100,PAQUETECUENTO,HUILO RUALES HUALCA,ESPAÑOL,4178,LG,MISTERIO,,1,0
101,PAQUETECUENTO,HUILO RUALES HUALCA,ESPAÑOL,4179,LG,MISTERIO,,1,0
102,PAQUETECUENTO,HUILO RUALES HUALCA,ESPAÑOL,4181,LG,MISTERIO,,1,0
103,PAQUETECUENTO,HUILO RUALES HUALCA,ESPAÑOL,4183,LG,MISTERIO,,1,0
104,PAQUETECUENTO,HUILO RUALES HUALCA,ESPAÑOL,4184,LG,MISTERIO,,1,0
105,PAQUETECUENTO,HUILO RUALES HUALCA,ESPAÑOL,4185,LG,MISTERIO,,1,0
106,PAQUETECUENTO,HUILO RUALES HUALCA,ESPAÑOL,4186,LG,MISTERIO,,1,0
107,PAQUETECUENTO,HUILO RUALES HUALCA,ESPAÑOL,4187,LG,MISTERIO,,1,0
108,PAQUETECUENTO,HUILO RUALES HUALCA,ESPAÑOL,4188,LG,MISTERIO,,1,0
109,PAQUETECUENTO,HUILO RUALES HUALCA,ESPAÑOL,4189,LG,MISTERIO,,1,0
110,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4190,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
111,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4191,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
112,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4192,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
113,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4193,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
114,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4194,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
115,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4195,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
116,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4196,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
117,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4197,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
118,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4198,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
119,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4199,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
120,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4200,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
121,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4201,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
122,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4202,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
123,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4203,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
124,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4204,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
125,LA DIVINA COMEDIA,DANTE ALIGHTIERI,ESPAÑOL,4206,LG,POESIA,,1,0
126,LA DIVINA COMEDIA,DANTE ALIGHTIERI,ESPAÑOL,4207,LG,POESIA,,1,0
127,LA DIVINA COMEDIA,DANTE ALIGHTIERI,ESPAÑOL,4210,LG,POESIA,,1,0
128,LA DIVINA COMEDIA,DANTE ALIGHTIERI,ESPAÑOL,4211,LG,POESIA,,1,0
129,LA DIVINA COMEDIA,DANTE ALIGHTIERI,ESPAÑOL,4212,LG,POESIA,,1,0
130,LA DIVINA COMEDIA,DANTE ALIGHTIERI,ESPAÑOL,4213,LG,POESIA,,1,0
131,LA DIVINA COMEDIA,DANTE ALIGHTIERI,ESPAÑOL,4215,LG,POESIA,,1,0
132,LA DIVINA COMEDIA,DANTE ALIGHTIERI,ESPAÑOL,4216,LG,POESIA,,1,0
133,LA DIVINA COMEDIA,DANTE ALIGHTIERI,ESPAÑOL,4217,LG,POESIA,,1,0
134,LA DIVINA COMEDIA,DANTE ALIGHTIERI,ESPAÑOL,4218,LG,POESIA,,1,0
135,LA DIVINA COMEDIA,DANTE ALIGHTIERI,ESPAÑOL,4219,LG,POESIA,,1,0
136,LA DIVINA COMEDIA,DANTE ALIGHTIERI,ESPAÑOL,4222,LG,POESIA,,1,0
137,LA DIVINA COMEDIA,DANTE ALIGHTIERI,ESPAÑOL,4223,LG,POESIA,,1,0
138,LA DIVINA COMEDIA,DANTE ALIGHTIERI,ESPAÑOL,4224,LG,POESIA,,1,0
139,LA DIVINA COMEDIA,DANTE ALIGHTIERI,ESPAÑOL,4225,LG,POESIA,,1,0
140,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4226,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
141,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4227,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
142,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4228,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
143,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4229,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
144,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4230,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
145,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4231,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
146,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4232,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
147,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4233,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
148,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4235,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
149,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4236,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
150,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4237,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
151,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4238,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
152,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4239,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
153,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4240,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
154,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4241,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
155,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4242,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
156,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4243,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
157,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4244,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
158,LAS MIL Y UNA NOCHES,ANÓNIMO,ESPAÑOL,4245,LG,HISTORIAS LLENAS DE MAGÍA,,1,0
159,POEMAS COMPLETOS,CESAR VALLEJO,ESPAÑOL,4246,LG,POESIA,,1,0
160,LA ILÍADA,HOMERO,ESPAÑOL,4247,LG,CABALLERIA Y AVENTURA,,1,0
161,LA ILÍADA,HOMERO,ESPAÑOL,4248,LG,CABALLERIA Y AVENTURA,,1,0
162,LA ILÍADA,HOMERO,ESPAÑOL,4249,LG,CABALLERIA Y AVENTURA,,1,0
163,LA ILÍADA,HOMERO,ESPAÑOL,4250,LG,CABALLERIA Y AVENTURA,,1,0
164,LA ILÍADA,HOMERO,ESPAÑOL,4252,LG,CABALLERIA Y AVENTURA,,1,0
165,LA ILÍADA,HOMERO,ESPAÑOL,4253,LG,CABALLERIA Y AVENTURA,,1,0
166,LA ILÍADA,HOMERO,ESPAÑOL,4254,LG,CABALLERIA Y AVENTURA,,1,0
167,LA ILÍADA,HOMERO,ESPAÑOL,4255,LG,CABALLERIA Y AVENTURA,,1,0
168,LA ILÍADA,HOMERO,ESPAÑOL,4256,LG,CABALLERIA Y AVENTURA,,1,0
169,LA ILÍADA,HOMERO,ESPAÑOL,4257,LG,CABALLERIA Y AVENTURA,,1,0
170,LA ILÍADA,HOMERO,ESPAÑOL,4258,LG,CABALLERIA Y AVENTURA,,1,0
171,LA ILÍADA,HOMERO,ESPAÑOL,4261,LG,CABALLERIA Y AVENTURA,,1,0
172,LA ILÍADA,HOMERO,ESPAÑOL,4262,LG,CABALLERIA Y AVENTURA,,1,0
173,LA ILÍADA,HOMERO,ESPAÑOL,4263,LG,CABALLERIA Y AVENTURA,,1,0
174,LA ILÍADA,HOMERO,ESPAÑOL,4265,LG,CABALLERIA Y AVENTURA,,1,0
175,LA ILÍADA,HOMERO,ESPAÑOL,4266,LG,CABALLERIA Y AVENTURA,,1,0
176,LA ILÍADA,HOMERO,ESPAÑOL,4267,LG,CABALLERIA Y AVENTURA,,1,0
177,LA ILÍADA,HOMERO,ESPAÑOL,4268,LG,CABALLERIA Y AVENTURA,,1,0
178,LA ILÍADA,HOMERO,ESPAÑOL,4269,LG,CABALLERIA Y AVENTURA,,1,0
179,LA ILÍADA,HOMERO,ESPAÑOL,4271,LG,CABALLERIA Y AVENTURA,,1,0
180,POEMAS COMPLETOS,CESAR VALLEJO,ESPAÑOL,4272,LG,POESIA,,1,0
181,POEMAS COMPLETOS,CESAR VALLEJO,ESPAÑOL,4273,LG,POESIA,,1,0
182,LA ILÍADA,HOMERO,ESPAÑOL,4274,LG,CABALLERIA Y AVENTURA,,1,0
183,POEMAS COMPLETOS,CESAR VALLEJO,ESPAÑOL,4274,LG,POESIA,,1,0
184,POEMAS COMPLETOS,CESAR VALLEJO,ESPAÑOL,4275,LG,POESIA,,1,0
185,POEMAS COMPLETOS,CESAR VALLEJO,ESPAÑOL,4276,LG,POESIA,,1,0
186,POEMAS COMPLETOS,CESAR VALLEJO,ESPAÑOL,4277,LG,POESIA,,1,0
187,POEMAS COMPLETOS,CESAR VALLEJO,ESPAÑOL,4278,LG,POESIA,,1,0
188,POEMAS COMPLETOS,CESAR VALLEJO,ESPAÑOL,4279,LG,POESIA,,1,0
189,POEMAS COMPLETOS,CESAR VALLEJO,ESPAÑOL,4280,LG,POESIA,,1,0
190,POEMAS COMPLETOS,CESAR VALLEJO,ESPAÑOL,4281,LG,POESIA,,1,0
191,POEMAS COMPLETOS,CESAR VALLEJO,ESPAÑOL,4282,LG,POESIA,,1,0
192,TARTUFO,MOLIERE,ESPAÑOL,4284,LG,TEATRO,,1,0
193,TARTUFO,MOLIERE,ESPAÑOL,4285,LG,TEATRO,,1,0
194,TARTUFO,MOLIERE,ESPAÑOL,4286,LG,TEATRO,,1,0
195,TARTUFO,MOLIERE,ESPAÑOL,4287,LG,TEATRO,,1,0
196,TARTUFO,MOLIERE,ESPAÑOL,4288,LG,TEATRO,,1,0
197,TARTUFO,MOLIERE,ESPAÑOL,4290,LG,TEATRO,,1,0
198,TARTUFO,MOLIERE,ESPAÑOL,4291,LG,TEATRO,,1,0
199,TARTUFO,MOLIERE,ESPAÑOL,4292,LG,TEATRO,,1,0
200,TARTUFO,MOLIERE,ESPAÑOL,4293,LG,TEATRO,,1,0
201,TARTUFO,MOLIERE,ESPAÑOL,4294,LG,TEATRO,,1,0
202,EDIPO REY,SÓFOCLES,ESPAÑOL,4295,LG,TEATRO,,1,0
203,TARTUFO,MOLIERE,ESPAÑOL,4296,LG,TEATRO,,1,0
204,TARTUFO,MOLIERE,ESPAÑOL,4297,LG,TEATRO,,1,0
205,LAS CRUCES SOBRE EL AGUA,JOAQUIN GALLEGOS LARA,ESPAÑOL,4298,LG,DRAMA,,1,0
206,LAS CRUCES SOBRE EL AGUA,JOAQUIN GALLEGOS LARA,ESPAÑOL,4299,LG,DRAMA,,1,0
207,HUASIPUNGO,JORGE ICASA,ESPAÑOL,4300,LG,DRAMA,,1,0
208,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4302,LG,TRADICIONES,,1,0
209,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4303,LG,TRADICION,,1,0
210,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4304,LG,TRADICIONES,,1,0
211,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4305,LG,TRADICIONES,,1,0
212,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4306,LG,TRADICION,,1,0
213,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4307,LG,TRADICIONES,,1,0
214,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4308,LG,TRADICION,,1,0
215,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4309,LG,TRADICION,,1,0
216,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4311,LG,TRADICIONES,,1,0
217,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4312,LG,TRADICION,,1,0
218,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4313,LG,TRADICIONES,,1,0
219,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4315,LG,TRADICION,,1,0
220,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4317,LG,TRADICIONES,,1,0
221,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4318,LG,TRADICION,,1,0
222,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4319,LG,TRADICIONES,,1,0
223,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4321,LG,TRADICION,,1,0
224,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4322,LG,TRADICIONES,,1,0
225,CANTUÑA Y OTRAS LEYENDAS ECUATORIANAS,JOHN SOLIS,ESPAÑOL,4325,LG,TRADICION,,1,0
226,CUENTOS DE MISTERIO TOMO 9,EDGAR ALLAN POE,ESPAÑOL,4326,LG,MISTERIO,,1,0
227,CUENTOS DE MISTERIO TOMO 13,EDGAR ALLAN POE,ESPAÑOL,4327,LG,MISTERIO,,1,0
228,CUENTOS DE MISTERIO TOMO 2,EDGAR ALLAN POE,ESPAÑOL,4328,LG,MISTERIO,,1,0
229,CUENTOS DE MISTERIO TOMO 7,EDGAR ALLAN POE,ESPAÑOL,4329,LG,MISTERIO,,1,0
230,CUENTOS DE MISTERIO TOMO 16,EDGAR ALLAN POE,ESPAÑOL,4330,LG,MISTERIO,,1,0
231,CUENTOS DE MISTERIO TOMO 5,EDGAR ALLAN POE,ESPAÑOL,4331,LG,MISTERIO,,1,0
232,CUENTOS DE MISTERIO TOMO 12,EDGAR ALLAN POE,ESPAÑOL,4332,LG,MISTERIO,,1,0
233,CUENTOS DE MISTERIO TOMO 11,EDGAR ALLAN POE,ESPAÑOL,4333,LG,MISTERIO,,1,0
234,CUENTOS DE MISTERIO TOMO 24,EDGAR ALLAN POE,ESPAÑOL,4334,LG,MISTERIO,,1,0
235,CUENTOS DE MISTERIO TOMO 26,EDGAR ALLAN POE,ESPAÑOL,4335,LG,MISTERIO,,1,0
236,CUENTOS DE MISTERIO TOMO 23,EDGAR ALLAN POE,ESPAÑOL,4336,LG,MISTERIO,,1,0
