idbook,title,author,language,code,section,description,physical_state,status,price
9519,RASGOS,EDITORIAL DOS BOSCO,ESPAÑOL,20106296,D,APRENDIZAJE,,1,0
9520,RASGOS,ANONIMO,ESPAÑOL,20106297,CP,APRENDIZAJE,,1,0
9521,ANALU 4,EDITORIAL DON BOSCO,ESPAÑOL,20106304,D,APRENDIZAJE,,1,0
9522,"CHUSCO, UN PERRO CALLEJERO",ANONIMO,ESPAÑOL,20106310,LL,AVENTURA,,1,0
9523,YO SOY EL MAYOR,BEGOÑA IBARROLA,ESPAÑOL,20106311,LL,AVENTURA,,1,0
9524,PELIGRO EN EL MAR,BEGOÑA IBARROLA,ESPAÑOL,20106313,LL,AVENTURA,,1,0
9525,MATEMARICA,ANONIMO,ESPAÑOL,20106319,D,APRENDIZAJE,,1,0
9526,CENTRO EDUCATIVO TOMAS MORO,ANONIMO,ESPAÑOL,20106322,D,APRENDIZAJE,,1,0
9527,SABER ALIMENTARSE,PLUTARCO NARANJO,ESPAÑOL,4100581,LL,NUTRICION,BUEN ESTADO,1,0
9528,MADELINE CLASSROOM COMPANION,CREATIVE WONDERS,INGLES,20106392,CP,USER GUIDE,,1,0
9529,TEACHER´S ACTIVITY NOTEBOOK,RIMAS Y RISAS,INGLES,20106400,CP,APRENDIZAJE,,1,0
9530,MAESTRA JARDINERA,ANONIMO,ESPAÑOL,20106418,TC,APRENDIZAJE,,1,0
9531,LUGAR NATAL DE PICHINCHA,ANONIMO,ESPAÑOL,20106423,CP,APRENDIZAJE,,1,0
9532,EL LIBRO DE LOS TRABA,ANONIMO,ESPAÑOL,20106426,D,APRENDIZAJE,,1,0
9533,MATEMATICA.,ANONIMO,ESPAÑOL,20106462,CP,APRENDIZAJE,,1,0
9534,COMPRENSION DE LECTURA,ANONIMO,ESPAÑOL,20106548,CP,APRENDIZAJE,,1,0
9535,"BIRD TALK KOK, KOK",PAT MORA,INGLES,20106647,FR,AVENTURA,,1,0
9536,MORE PRIZE WINNING SCIENCE FAIR PROJECTS,PENNY RAIFE DURANT,INGLES,20106831,FR,AVENTURA,,1,0
9537,POPULATIONS AND ECOSYSTEMS,SILVER BURDETT GINN SCIENCE,INGLES,20106863,D,APRENDIZAJE,,1,0
9538,THE SOLID EARTH,SILVER BURDETT GINN SCIENCE,INGLES,20106866,D,APRENDIZAJE,,1,0
9539,WEATHER AND CLIMATE,SILVER BURDETT GINN SCIENCE,INGLES,20106870,D,APRENDIZAJE,,1,0
9540,UN CURRICULO INTEGRADO PARA PREESCOLARS,CARMEN CINTRON,ESPAÑOL,20106994,CP,APRENDIZAJE,,1,0
9541,MAP KILLS,SCHOLASTIC,ESPAÑOL,20107001,LL,AVENTURA,,1,0
9542,THINGS TO MAKE AND DO,ANONIMO,INGLES,20107081,D,MANUALIDADES,,1,0
9543,PAPER SHAPES,ANONIMO,INGLES,20107335,D,MANUALIDADES,,1,0
9544,BEARS DON´T GO TO SCHOOL,ANONIMO,INGLES,20107430,GR,AVENTURA,,1,0
9545,BEARS DON´T GO TO SCHOOL,ANONIMO,INGLES,20107433,GR,AVENTURA,,1,0
9546,BEARS DON´T GO TO SCHOOL,ANONIMO,INGLES,20107434,GR,AVENTURA,,1,0
9547,BEARS DON´T GO TO SCHOOL,ANONIMO,INGLES,20107435,GR,AVENTURA,,1,0
9548,BEARS DON´T GO TO SCHOOL,ANONIMO,INGLES,20107436,GR,AVENTURA,,1,0
9549,SIGNATURES,ANONIMO,INGLES,20107500,FR,AVENTURA,,1,0
9550,IMAGES,HEATH LITERACY,ESPAÑOL,20107505,D,REVISTA,,1,0
9551,IMAGES,HEATH LITERACY,ESPAÑOL,20107506,D,REVISTA,,1,0
9552,IMAGES,HEATH LITERACY,ESPAÑOL,20107507,D,REVISTA,,1,0
9553,IMAGES,HEATH LITERACY,ESPAÑOL,20107508,D,REVISTA,,1,0
9554,IMAGES,HEATH LITERACY,ESPAÑOL,20107510,D,REVISTA,,1,0
9555,IMAGES,HEATH LITERACY,ESPAÑOL,20107513,D,REVISTA,,1,0
9556,IMAGES,HEATH LITERACY,ESPAÑOL,20107514,D,REVISTA,,1,0
9557,IMAGES,HEATH LITERACY,ESPAÑOL,20107517,D,REVISTA,,1,0
9558,IMAGES,HEATH LITERACY,ESPAÑOL,20107518,D,REVISTA,,1,0
9559,IMAGES,HEATH LITERACY,ESPAÑOL,20107519,D,REVISTA,,1,0
9560,IMAGES,HEATH LITERACY,ESPAÑOL,20107520,D,REVISTA,,1,0
9561,IMAGES,HEATH LITERACY,ESPAÑOL,20107521,D,REVISTA,,1,0
9562,IMAGES,HEATH LITERACY,ESPAÑOL,20107526,D,REVISTA,,1,0
9563,IMAGES,HEATH LITERACY,ESPAÑOL,20107527,D,REVISTA,,1,0
9564,IMAGES,HEATH LITERACY,ESPAÑOL,20107531,D,REVISTA,,1,0
9565,IMAGES,HEATH LITERACY,ESPAÑOL,20107533,D,REVISTA,,1,0
9566,IMAGES,HEATH LITERACY,ESPAÑOL,20107537,D,REVISTA,,1,0
9567,IMAGES,HEATH LITERACY,ESPAÑOL,20107539,D,REVISTA,,1,0
9568,IMAGES,HEATH LITERACY,ESPAÑOL,20107570,D,REVISTA,,1,0
9569,IMAGES,HEATH LITERACY,ESPAÑOL,20107582,D,REVISTA,,1,0
9570,THE REAL MOTHER GOOSE,ANONIMO,INGLES,20107623,FR,AVENTURA,,1,0
9571,THE LUCKY POCKET SPELLING,SCHOLASTIC,INGLES,20107686,FR,DICCIONARIO,,1,0
9572,THE LUCKY POCKET SPELLING,ANONIMO,INGLES,20107687,FR,AVENTURA,,1,0
9573,THE LUCKY POCKET SPELLING,ANONIMO,INGLES,20107690,FR,NOVELA,,1,0
9574,THE LUCKY POCKET SPELLING,SCHOLASTIC,INGLES,20107691,FR,DICCIONARIO,,1,0
9575,THE LUCKY POCKET SPELLING,SCHOLASTIC,INGLES,20107694,FR,DICCIONARIO,,1,0
9576,THE LUCKY POCKET SPELLING,ANONIMO,INGLES,20107695,FR,AVENTURA,,1,0
9577,THE LUCKY POCKET SPELLING,SCHOLASTIC,INGLES,20107696,FR,DICCIONARIO,,1,0
9578,THE LUCKY POCKET SPELLING,ANONIMO,INGLES,20107697,FR,AVENTURA,,1,0
9579,THE LUCKY POCKET SPELLING,SCHOLASTIC,INGLES,20107698,FR,DICCIONARIO,,1,0
9580,THE LUCKY POCKET SPELLING,ANONIMO,INGLES,20107699,FR,NOVELA,,1,0
9581,THE LUCKY POCKET SPELLING,SCHOLASTIC,INGLES,20107700,FR,DICCIONARIO,,1,0
9582,IMAGES,HEATH LITERACY,ESPAÑOL,20107713,D,REVISTA,,1,0
9583,IMAGES,HEATH LITERACY,ESPAÑOL,20107716,D,REVISTA,,1,0
9584,IMAGES,HEATH LITERACY,ESPAÑOL,20107719,D,REVISTA,,1,0
9585,THE WRITING SPOT,ANONIMO,INGLES,20107763,FR,AVENTURA,,1,0
9586,U. S. ATLAS,ANONIMO,INGLES,20107785,FR,AVENTURA,,1,0
9587,APRENDIZ DE DETECTIVE UN ROBO MUY COSTOSO,WILHAM IRISH,ESPAÑOL,20107801,LL,MISTERIO,,1,0
9588,LA VOZ DE LOS SUEÑOS,HUGH LUPTON,ESPAÑOL,20107802,LL,AVENTURA,,1,0
9589,EL MAGO DE OZ,L. FRANK BAUM,ESPAÑOL,20107804,LL,AVENTURA,,1,0
9590,EL DEVORADOR DE HOMBRES,HORACIO QUIROGA,ESPAÑOL,20107805,LL,DRAMA,,1,0
9591,LOS CUENTOS DEL CUYITO,MIGUEL ANGEL ASTURIAS,ESPAÑOL,20107807,LL,AVENTURA,,1,0
9592,CUENTO DE NAVIDAD,CHARLIE DICKENS,ESPAÑOL,20107809,LL,AVENTURA,,1,0
9593,THE MONKEY´S PAW,W. W. JACOBS,INGLES,20107811,FR,NOVELA,,1,0
9594,HUCKELEBERRY FINN,MARK TWAIN,INGLES,20107817,FR,AVENTURA,,1,0
9595,WICCA,CATE TIERNAN,INGLES,20107829,FR,AVENTURA,,1,0
9596,SUPERUDGE,JUDY BLUME,INGLES,20107832,FR,AVENTURA,,1,0
9597,VIRGINIA HAMILTON,SCHOLASTIC,INGLES,20107838,FR,AVENTURA,,1,0
9598,THE SECRET DIARY OF ADRIAN MOLE AGED 13,SUE TOWNSEND,INGLES,20107847,FR,AVENTURA,,1,0
9599,KID POWER,SUSAN BETH,INGLES,20107848,FR,AVENTURA,,1,0
9600,HANDS AROUNDS LINCOLN SCHOOL,FRANK ASCH,INGLES,20107850,FR,AVENTURA,,0,0
9601,THE TWINKIE SQUAD,GORDON KORMAN,INGLES,20107851,FR,AVENTURA,,1,0
9602,HESOP´S FABLES,ANN MCGOVERN,INGLES,20107858,FR,AVENTURA,,1,0
9603,RENT A THIRD GRADER,SCHOLASTIC,INGLES,20107861,FR,APRENDIZAJE,,1,0
9604,KRISTY´S GREAT IDEA,ANN M. MARTIN,INGLES,20107864,FR,AVENTURA,,1,0
9605,HELEN KELLE´S TEACHER,MARGARET DAVIDSON,INGLES,20107866,FR,AVENTURA,,1,0
9606,A BALLAD OF THE CIVIL WAR,MARY STOLZ,INGLES,20107875,GR,AVENTURA,,1,0
9607,BRIDGE TO TERABITHIA,KATHERINE PATERSON,INGLES,20107878,FR,AVENTURA,,1,0
9608,DOGS DON´T TELL JOKES,LOUIS SACHAR,INGLES,20107880,GR,FANTASIA,,1,0
9609,LA REINA DE LAS NIEVES,N.C. ANDERSEN,ESPAÑOL,20107901,LL,DRAMA,,1,0
9610,ATINA Y ADIVINA,EDURDO SOLER,ESPAÑOL,20107906,LL,AVENTURA,,1,0
9611,MANZANAS ROJAS,LUIS MATILLA,ESPAÑOL,20107911,LL,AVENTURA,,1,0
9612,CUENTOS DE CUANDO YO ERA,JOSÉ ZAFRA,ESPAÑOL,20107919,LL,RELATOS,,1,0
9613,LA CASA DEL ÁRBOL,BIANCA PIZORNO,ESPAÑOL,20107920,LL,AVENTURA Y FANTASIA,,1,0
9614,EL DIABLO DE LA BOTELLA,ROBERT LOUIS STEVENSON,ESPAÑOL,20107923,LL,FANTASIA,,1,0
9615,AL FINAL DE LA NOCHE,FERNANDO GOMEZ CAMPO,ESPAÑOL,20107924,LL,AVENTURA,,1,0
9616,GIRLS A TO Z,EVE BUNTING,INGLES,20108452,FR,AVENTURA,,1,0
9617,COMO ERA YO CUANDO ERA UN BEBE,JEANNE WILLIS,ESPAÑOL,20108484,LL,AVENTURA,,1,0
9618,CHIGUIRO RANA RATON,IVAR DA COLL,ESPAÑOL,20108494,LL,AVENTURA,,1,0
9619,UN CASO GRAE DE RAYAS,DAVID SHANNON,ESPAÑOL,20108497,LL,AVENTURA,,1,0
9620,GOOD NIGHT OWL,PAT HUTCHINS,INGLES,20108534,FR,AVENTURA,,1,0
9621,I CAN´T SAID THE ANT,POLLY CAMERON,INGLES,20108536,FR,AVENTURA,,1,0
9622,THE ICKY BUG ALPHABET BOOK,JERRY PALLOTTA,INGLES,20108545,FR,AVENTURA,,1,0
9623,THE BLIND MEN AND THE ELEPHANT,KAREN BACJSTEIN,INGLES,20108548,FR,AVENTURA,,1,0
9624,ARTHUR´S APRIL FOOL,MARC BROWN,INGLES,20108554,FR,AVENTURA,,1,0
9625,ARTHUR´S PERFECT CHRISTMAS,MARC BROWN,INGLES,20108555,FR,AVENTURA,,1,0
9626,THE MAGIC SCHOOL BUS,ANONIMO,INGLES,20108581,FR,AVENTURA,,1,0
9627,RAIN FOREST,HELEN COWCHER,INGLES,20108624,FR,AVENTURA,,1,0
9628,BE A FRIEND TO TREES,PATRICIA LAUBER,INGLES,20108630,FR,AVENTURA,,1,0
9629,ANTARTICA,HELEN COWCHER,INGLES,20108659,FR,AVENTURA,,1,0
9630,SCIENCE EXPERIMENTS YOU CAN EAT,VICKI COBB,INGLES,20108684,FR,AVENTURA,,1,0
9631,FOSSILS TELL OF LONG AGO,ALIKI,INGLES,20108721,FR,AVENTURA,,1,0
9632,FROM TADPOLE TO FOG,ANONIMO,INGLES,20108727,FR,AVENTURA,,1,0
9633,THE WILD WHALE WATCH,SCHOLASTIC,INGLES,20108741,FR,AVENTURA,,1,0
9634,THE SCIENCE BOOK OF THE SENSES,ANONIMO,INGLES,20108750,FR,AVENTURA,,1,0
9635,STING,MELVIN BERGER,INGLES,20108764,FR,AVENTURA,,1,0
9636,MAMA CAT HAS THREE KITTENS,DENISE FLEMING,INGLES,20108768,FR,AVENTURA,,1,0
9637,"SHELIA RAE, THE BRAVE",KEVIN HENKES,INGLES,20108770,FR,AVENTURA,,1,0
9638,PABLO´S TREE,ANONIMO,INGLES,20108774,FR,AVENTURA,,1,0
9639,MY PET,BILL GILLHAM,INGLES,20108779,FR,AVENTURA,,1,0
9640,"HICKORY, DICKORY, DOCK",KATE RUTTLE,INGLES,20108780,FR,AVENTURA,,1,0
9641,"A BUG, A BEAR, AND A BOY PLAY HID AND SEEK",DAVID MCPHAIL,INGLES,20108781,FR,AVENTURA,,1,0
9642,ONE TEDDY ALL ALONE,ROSEMARY DAVIDSON,INGLES,20108783,LL,AVENTURA,,1,0
9643,WHERE´S WOLLY,BILL GILLHAM,ESPAÑOL,20108784,LL,AVENTURA,,1,0
9644,ENTERING THE ARK,MEREDITH HOOPER,INGLES,20108785,FR,AVENTURA,,1,0
9645,HUNTING IN THE MARSHES,MAREDITH HOOPER,INGLES,20108786,FR,AVENTURA,,1,0
9646,GUESS WHO I AM,BILL GILLHAM,INGLES,20108787,LL,AVENTURA,,1,0
9647,JANUARY A PAINTING,MEREDITH HOOPER,INGLES,20108789,FR,AVENTURA,,1,0
9648,FLUFFY`S NEW FRIEND,KATE MCMULLAN,INGLES,20108791,FR,AVENTURA,,1,0
9649,A FLOAT IN A BOAT,RICHARD BROWN,INGLES,20108792,FR,AVENTURA,,1,0
9650,THREE SPOTTY MONSTERS,JULIET PARTRIDGE,INGLES,20108793,FR,AVENTURA,,1,0
9651,JUMPING,RICHARD BROWN,INGLES,20108806,FR,AVENTURA,,1,0
9652,"A BUG, A BEAR, AND A BOY PLANT A GARDEN",DAVID MCKEE,INGLES,20108807,LL,AVENTURA,,1,0
9653,WHAT FOR,BILL GILLHAM,INGLES,20108809,LL,AVENTURA,,1,0
9654,ALL FALL DOWN,JULIET PARTRIDGE,ESPAÑOL,20108811,FR,AVENTURA,,1,0
9655,TWO BABIES,BILL GILLHAM,INGLES,20108812,LL,AVENTURA,,1,0
9656,TWO BABIES,BILL GILLHAM,INGLES,20108817,FR,AVENTURA,,1,0
9657,MY FIRST BOOK OF OPPOSITES,ANONIMO,INGLES,20108824,LL,AVENTURA,,1,0
9658,MY FIRST BOOK OF MUNBERS,ANONIMO,INGLES,20108825,FR,AVENTURA,,1,0
9659,MY FIRST JOKE BOOK,ANONIMO,INGLES,20108826,FR,AVENTURA,,1,0
9660,MY FIRST BEDTIMES BOOK,ANONIMO,INGLES,20108827,FR,AVENTURA,,1,0
9661,MY FIRST BOOK OF CARS AND TRUCKS,ANONIMO,INGLES,20108828,FR,AVENTURA,,1,0
9662,MY FIRST BOOK OF BABY ANIMALS,ANONIMO,INGLES,20108829,FR,AVENTURA,,1,0
9663,HOW TO MAKE A HEN HOUSE,BILL HOLLY,INGLES,20108830,LL,AVENTURA,,1,0
9664,LIN`S BACKPACK,HELEN LESTER,INGLES,20108832,FR,AVENTURA,,1,0
9665,OUR FAMILY CELEBRATES,LINDSAY ROLLINS,INGLES,20108833,LL,AVENTURA,,1,0
9666,WHOOPS,SARAH TATLER,INGLES,20108835,LL,AVENTURA,,1,0
9667,MY FRIEND,MARCIA VAUGHAN,INGLES,20108837,FR,AVENTURA,,1,0
9668,DOWN THE STREET,ANDREA BUTLER,INGLES,20108838,FR,AVENTURA,,1,0
9669,KEEP THE BEAT,CAROLINA ORTEGA,INGLES,20108839,FR,AVENTURA,,1,0
9670,IN A TOWN,ERIE FORBES,INGLES,20108840,FR,AVENTURA,,1,0
9671,"A BUG, A BEAR, AND A BOY AND THE BATH",DAVID MCKEE,INGLES,20108841,LL,AVENTURA,,1,0
9672,WHO FED THE CHICKENS,ELLA JENKINS,ESPAÑOL,20108843,LL,AVENTURA,,1,0
9673,KEEPING FIT,SONYA DUNN,ESPAÑOL,20108844,FR,AVENTURA,,1,0
9674,AT THE ZOO,ANDREA BUTLER,INGLES,20108845,FR,AVENTURA,,1,0
9675,SPLISH SPLASH,TANYA SIMMS,ESPAÑOL,20108846,FR,AVENTURA,,1,0
9676,SI LE DAS UNA GALLETA A UN RATÓN,LAURA JOFFE NUMEROFF,ESPAÑOL,20108852,LL,AVENTURA,,1,0
9677,ASI VAMOS A LA ESCUELA,EDITH BAER,ESPAÑOL,20108855,LL,AVENTURA,,1,0
9678,THE GROOVY GREEKS,TERRY DEARY,INGLES,20108867,FR,AVENTURA,,1,0
9679,THE CASE OF THE HUNGRY STRANGER,CROSBY BONSALL,INGLES,20108873,FR,AVENTURA,,0,0
9680,THE PINIC,JULIET PARTRIDGE,INGLES,20108880,LL,AVENTURA,,1,0
9681,THE PINIC,JULIET PARTRIDGE,INGLES,20108881,FR,AVENTURA,,1,0
9682,ONE HUNGRY CAT,ANONIMO,INGLES,20108886,FR,AVENTURA,,1,0
9683,THE DOORBELL RANG,BAT HUTCHINS,INGLES,20108893,GR,AVENTURA,,1,0
9684,CHICKEN SOUP WITH RICE,SCHOLASTIC,INGLES,20108901,LL,AVENTURA,,1,0
9685,FRIENDSHIP SALAD,LYNN TREPICCHIO,INGLES,20108907,FR,AVENTURA,,1,0
9686,I´M A LITTLE TEAPOT,IZA TRAPANI,INGLES,20108908,FR,AVENTURA,,1,0
9687,"ITS PINK, I THINK",KATHLEEN BEAL,INGLES,20108948,LL,AVENTURA,,1,0
9688,THE TREE STRUMP,CHRIS FORBES,INGLES,20108957,LL,AVENTURA,,1,0
9689,THE BEST FOR IMAGINING,MARJORIE WEINMAN,INGLES,20108960,FR,AVENTURA,,1,0
9690,THE ADVENTURES OF WISHBONE,SCHOLASTIC,INGLES,20108969,FR,FANTASIA,,1,0
9691,AMBER BROWN,PAULA DANZIGER,INGLES,20108972,FR,AVENTURA,,1,0
9692,HIDE AND SEEK,IDA VOS,INGLES,4009545,FR,AVENTURA,,1,0
9693,GOLDILOCKS AND THE THREE BEARS,JAMES MARSHALL,INGLES,20108975,FR,AVENTURA,,1,0
9694,HOPS HOME,ANONIMO,INGLES,20108978,FR,AVENTURA,,1,0
9695,KEEP OUT,WILL HARDY,INGLES,20108984,LL,AVENTURA,,1,0
9696,"MINE, ALL MINE",RUTH HELLER,INGLES,20108986,FR,AVENTURA,,1,0
9697,JAKE BAKED THE CAKE,B. G. HENNESSY,INGLES,20108990,FR,AVENTURA,,1,0
9698,FARM DAY,SARAH TATLER,INGLES,20108991,FR,AVENTURA,,1,0
9699,MY DOG´S PARTY,BILL GILLHAM,INGLES,20109012,LL,AVENTURA,,1,0
9700,WHERE IS IT,ASTA THOR,INGLES,20109014,LL,AVENTURA,,1,0
9701,WHATS IN THE BOX,BILL GILLHAM,INGLES,20109016,LL,AVENTURA,,1,0
9702,THE DAYS OF THE WEEK,JOSEFINA CARRERA,INGLES,20109018,LL,AVENTURA,,1,0
9703,GOOSEBUMPS THE GHOST NEXT DOOR,SCHOLASTIC,INGLES,20109039,FR,AVENTURA,,1,0
9704,GRANDPA TOAD´S SECRETS,KEIKO KASZA,INGLES,20109048,FR,AVENTURA,,0,0
9705,I SEE A SONG,ERIC CARLE,INGLES,20109049,FR,AVENTURA,,1,0
9706,RONDO´S STUFF,ANONIMO,INGLES,4100629,FR,AVENTURA,,1,0
9707,MYSTERY AT THE BIG BLUE HOUSE,ANONIMO,INGLES,20109105,FR,AVENTURA,,1,0
9708,THE BIG BLUE HOUSE CALL,ANONIMO,INGLES,20109107,FR,AVENTURA,,1,0
9709,THE MAGIC SCHOOL BUS,SCHOLASTIC,INGLES,20109109,FR,AVENTURA,,1,0
9710,MAGIC SCHOOL BUS,SCHOLASTIC,INGLES,20109111,FR,AVENTURA,,1,0
9711,ON THE FARM,ANNA NILSEN,INGLES,20109123,FR,AVENTURA,,0,0
9712,DIVINE AND RIDE,STUART J. MURPHY,INGLES,20109141,FR,AVENTURA,,1,0
9713,THE BEST BUG PARADE,STUART J. MURPHY,INGLES,20109145,FR,AVENTURA,,1,0
9714,SCIENCE EXPERIMENTS YOU CAN EAT,VICKI COBB,INGLES,20109151,FR,AVENTURA,,1,0
9715,CAPS FOR SALE,ESPHYR SLOBODKINA,INGLES,20109153,FR,AVENTURA,,1,0
9716,HERE ARE MY HANDS,BILL MARTIN JR,INGLES,20109156,FR,AVENTURA,,1,0
9717,DEADLOCK,SARA PARETSKY,INGLES,20109160,FR,NOVELA,,1,0
9718,PINOCHO,ANONIMO,ESPAÑOL,20109235,D,MANUALIDADES,,1,0
9719,PINOCHO,ANONIMO,ESPAÑOL,20109237,D,MANUALIDADES,,1,0
9720,VALORES,ANONIMO,ESPAÑOL,20109240,D,APRENDIZAJE,,1,0
9721,VALORES 2,ANONIMO,ESPAÑOL,20109250,D,APRENDIZAJE,,1,0
9722,VALORES 3,ANONIMO,ESPAÑOL,20109251,D,APRENDIZAJE,,1,0
9723,VALORES 5,ANONIMO,ESPAÑOL,20109253,D,APRENDIZAJE,,1,0
9724,CREACIONES CON PAPEL,ANONIMO,ESPAÑOL,20109256,D,MANUALIDADES,,1,0
9725,"DIBUJO, MOSAICO, GRABADO, MODELADO",ANONIMO,ESPAÑOL,20109258,D,MANUALIDADES,,1,0
9726,SOY UNA ESCUELA,PRIMERA BIBLIOTECA ALTEA,ESPAÑOL,20109287,LL,VOCABULARIO,,1,0
9727,ANTIFACES Y CARETAS,ANONIMO,ESPAÑOL,20109309,D,DECORACION,,1,0
9728,MANOS MAGICAS,ANONIMO,ESPAÑOL,20109310,D,MANUALIDADES,,1,0
9729,MANOS MAGICAS,ANONIMO,ESPAÑOL,20109315,D,MANUALIDADES,,1,0
9730,ABRAZAR,ANNETTA DELLINGER,ESPAÑOL,20109359,D,VALORES,,1,0
9731,LA HONRADEZ,JANE BELK MONCURE,ESPAÑOL,20109363,I,VALORES,,1,0
9732,EL AMOR,JANE BELK,ESPAÑOL,20109365,I,VALORES,,1,0
9733,LA ALEGRIA,JANE BELK,ESPAÑOL,20109366,D,VALORES,,1,0
9734,LA BONDAD,JANE BELK MONCURE,ESPAÑOL,20109367,D,VALORES,,1,0
9735,AYUDA,JANE BUERGER,ESPAÑOL,20109371,D,VALORES,,1,0
9736,COMPAÑERISMO,JANET RIEHECKY,ESPAÑOL,20109374,,INVESTIGACIÓN,,1,0
9737,COMPARTIR,JANET RIEHECKY,ESPAÑOL,20109375,I,VALORES,,1,0
9738,EL CUIDADO,JANET RIEHECKY,ESPAÑOL,20109376,D,VALORES,,1,0
9739,LA COOPERACION,JANET RIEHECKY,ESPAÑOL,20109377,I,VALORES,,1,0
9740,LA RESPONSABILIDAD,ANONIMO,ESPAÑOL,20109378,D,VALORES,,1,0
9741,LA AMISTAD,SHARON LEE,ESPAÑOL,20109382,D,VALORES,,1,0
9742,EL CALCIO Y LA NUTRICION,ANONIMO,ESPAÑOL,20109431,I,APRENDIZAJE,,1,0
9743,PETAH. CARA DE LECHUZA,SIGRID HEUCK,ESPAÑOL,20109436,LG,AVENTURA,,1,0
9744,EL TERROR DE SEXTO B,YOLANDA REYES,ESPAÑOL,20109524,LG,MISTERIO,,1,0
9745,AGU TROT,ROALD DAHL,ESPAÑOL,4200232,LG,AVENTURA,,1,0
9746,MI PRIMER DICCIONARIO,ANONIMO,ESPAÑOL,20109661,LL,APRENDIZAJE,,1,0
9747,MI PRIMERA BIBLIOTECA MI PRIMERO LIBRO DE LOS COMO,LAROUSSE,ESPAÑOL,20109663,LL,VOCABULARIO,,1,0
9748,MI PRIMERA BIBLIOTECA MI PRIMERO LIBRO DE LOS COMO,LAROUSSE,ESPAÑOL,20109664,LL,VOCABULARIO,,1,0
9749,MI PRIMERA BIBLIOTECA MI PRIMER DICCIONARIO,LAROUSSE,ESPAÑOL,20109674,LL,VOCABULARIO,,1,0
9750,MI PRIMERA BIBLIOTECA MI PRIMER LIBRO DE LOS PORQUE,LAROUSSE,ESPAÑOL,20109675,LL,VOCABULARIO,,1,0
9751,FOCHITO Y LA LUNA,MARIO VARGAS LLOSA,ESPAÑOL,21000105,LL,AVENTURA,,1,0
9752,HISTORIA DE GRANDES PEUQEÑOS,MUNDO HISPANO,ESPAÑOL,22002672,LL,MISELÁNEA,,1,0
9753,EL HOMBRECITO VESTIDO DE GRIS Y OTROS CUENTOS,FERNANDO ALONSO,ESPAÑOL,30000001,LG,AVENTURA,,1,0
9754,EL HOMBRECITO VESTIDO DE GRIS Y OTROS CUENTOS,FERNANDO ALONSO,ESPAÑOL,30000002,LG,AVENTURA,,1,0
9755,EL HOMBRECITO VESTIDO DE GRIS Y OTROS CUENTOS,FERNANDO ALONSO,ESPAÑOL,30000003,LG,AVENTURA,,1,0
9756,EL HOMBRECITO VESTIDO DE GRIS Y OTROS CUENTOS,FERNANDO ALONSO,ESPAÑOL,30000004,LG,AVENTURA,,1,0
9757,EL HOMBRECITO VESTIDO DE GRIS Y OTROS CUENTOS,FERNANDO ALONSO,ESPAÑOL,30000005,LG,AVENTURA,,1,0
9758,EL HOMBRECITO VESTIDO DE GRIS Y OTROS CUENTOS,FERNANDO ALONSO,ESPAÑOL,30000006,LG,AVENTURA,,1,0
9759,EL HOMBRECITO VESTIDO DE GRIS Y OTROS CUENTOS,FERNANDO ALONSO,ESPAÑOL,30000007,LG,AVENTURA,,1,0
9760,EL HOMBRECITO VESTIDO DE GRIS Y OTROS CUENTOS,FERNANDO ALONSO,ESPAÑOL,30000008,LG,AVENTURA,,1,0
9761,EL SEÑOR DEL CERO,MARIA ISABEL MOLINA,ESPAÑOL,30000010,LG,AVENTURA,,1,0
9762,EL SEÑOR DEL CERO,MARIA ISABEL MOLINA,ESPAÑOL,30000011,LG,AVENTURA,,1,0
9763,EL SEÑOR DEL CERO,MARIA ISABEL MOLINA,ESPAÑOL,30000012,LG,AVENTURA,,1,0
9764,EL SEÑOR DEL CERO,MARIA ISABEL MOLINA,ESPAÑOL,30000013,LG,AVENTURA,,1,0
9765,EL SEÑOR DEL CERO,MARIA ISABEL MOLINA,ESPAÑOL,30000014,LG,AVENTURA,,1,0
9766,EL SEÑOR DEL CERO,MARIA ISABEL MOLINA,ESPAÑOL,30000015,LG,AVENTURA,,1,0
9767,EL SEÑOR DEL CERO,MARIA ISABEL MOLINA,ESPAÑOL,30000016,LG,AVENTURA,,1,0
9768,HISTORIA DE ACTA DE LA INDEPENDENCIA DE QUITO,GUSTAVO PEREZ RAMIREZ,ESPAÑOL,30000016,D,APRENDIZAJE,,1,0
9769,EL SEÑOR DEL CERO,MARIA ISABEL MOLINA,ESPAÑOL,30000017,LG,AVENTURA,,1,0
9770,SONATA PARA VALLE INCLÁN Y OTROS ENSAYOS,CÉSAR E. ARROYO,ESPAÑOL,30000017,LL,AVENTURA,,1,0
9771,EL SEÑOR DEL CERO,MARIA ISABEL MOLINA,ESPAÑOL,30000018,LG,AVENTURA,,1,0
9772,GONZALO ZAMDUBIDE,ANONIMO,ESPAÑOL,30000018,D,APRENDIZAJE,,1,0
9773,HISTORIA DE LA REAL AUDIENCIA DE QUITO,ANONIMO,ESPAÑOL,30000019,D,APRENDIZAJE,,1,0
9774,EL SEÑOR DEL CERO,MARIA ISABEL MOLINA,ESPAÑOL,30000020,LG,AVENTURA,,1,0
9775,SOCIEDAD Y POLITICA,ANONIMO,ESPAÑOL,30000020,D,APRENDIZAJE,,1,0
9776,EL SEÑOR DEL CERO,MARIA ISABEL MOLINA,ESPAÑOL,30000021,LG,AVENTURA,,1,0
