idloan,aqcisition_date,date_of_devolution,book_idbook,user_iduser,confirm_devolution
531,2024-10-16 10:34:10,NULL,4840,421,0
532,2024-10-16 10:29:18,NULL,8280,420,0
533,2024-10-16 10:02:30,NULL,14836,400,0
534,2024-10-16 09:59:46,NULL,7331,399,0
535,2024-10-16 09:45:18,NULL,6511,386,0
536,2024-10-16 09:13:56,NULL,17198,48,0
537,2024-10-16 09:13:35,NULL,17197,48,0
538,2024-10-16 09:13:15,NULL,17196,48,0
539,2024-10-16 09:12:52,NULL,17193,48,0
540,2024-10-16 09:12:26,NULL,17194,48,0
541,2024-10-16 09:12:01,NULL,17195,48,0
542,2024-10-16 09:11:38,NULL,17205,48,0
543,2024-10-16 09:11:11,NULL,17204,48,0
544,2024-10-16 09:10:38,NULL,17203,48,0
545,2024-10-16 09:10:00,NULL,17202,48,0
546,2024-10-16 09:09:23,NULL,17201,48,0
547,2024-10-16 09:08:59,NULL,17200,48,0
548,2024-10-16 09:08:27,NULL,17199,48,0
549,2024-10-16 08:57:05,NULL,11867,267,0
550,2024-10-16 08:37:05,NULL,2858,23,0
551,2024-10-16 08:36:42,NULL,13653,23,0
552,2024-10-16 08:36:20,NULL,1160,23,0
553,2024-10-16 08:35:57,NULL,9989,23,0
554,2024-10-16 08:35:31,NULL,11551,23,0
555,2024-10-16 07:45:29,NULL,16063,181,0
556,2024-10-15 15:51:17,NULL,6742,155,0
557,2024-10-15 15:50:03,NULL,14703,218,0
558,2024-10-15 15:47:56,NULL,3260,154,0
559,2024-10-15 15:45:28,NULL,7577,147,0
560,2024-10-15 15:44:44,NULL,15918,156,0
561,2024-10-15 15:44:15,NULL,13413,157,0
562,2024-10-15 15:43:43,NULL,14298,137,0
563,2024-10-15 15:42:23,NULL,15764,140,0
564,2024-10-15 15:41:27,NULL,12764,144,0
565,2024-10-15 15:40:59,NULL,6681,145,0
566,2024-10-15 15:40:33,NULL,16140,143,0
567,2024-10-15 15:39:18,NULL,6912,138,0
568,2024-10-15 15:38:30,NULL,16875,153,0
569,2024-10-15 15:37:36,NULL,16753,150,0
570,2024-10-15 15:37:02,NULL,16873,139,0
571,2024-10-15 15:36:31,NULL,16340,149,0
572,2024-10-15 15:35:51,NULL,16378,141,0
573,2024-10-15 15:35:15,NULL,15709,148,0
574,2024-10-15 15:34:12,NULL,15710,151,0
575,2024-10-15 15:32:52,NULL,15781,146,0
576,2024-10-15 13:47:12,NULL,6929,317,0
577,2024-10-15 13:39:50,NULL,16035,315,0
578,2024-10-15 13:23:55,NULL,14900,309,0
579,2024-10-15 13:23:15,NULL,5482,309,0
580,2024-10-15 13:14:34,NULL,5618,303,0
581,2024-10-15 13:13:42,NULL,15381,303,0
582,2024-10-15 13:11:49,NULL,14741,308,0
583,2024-10-15 12:08:46,NULL,5636,41,0
584,2024-10-15 11:06:19,NULL,5916,153,0
585,2024-10-15 10:58:34,NULL,13324,181,0
586,2024-10-15 10:26:42,NULL,3235,343,0
587,2024-10-15 10:25:49,NULL,17005,343,0
588,2024-10-15 10:18:53,NULL,16144,23,0
589,2024-10-15 09:49:11,NULL,17056,58,0
590,2024-10-15 09:48:17,NULL,17055,58,0
591,2024-10-15 09:47:27,NULL,17054,58,0
592,2024-10-15 09:45:35,NULL,17053,58,0
593,2024-10-15 09:45:09,NULL,17052,58,0
594,2024-10-15 09:44:28,NULL,17051,58,0
595,2024-10-15 09:43:55,NULL,17050,58,0
596,2024-10-15 09:43:24,NULL,17049,58,0
597,2024-10-15 09:42:30,NULL,17048,58,0
598,2024-10-15 09:41:26,NULL,17047,58,0
599,2024-10-15 09:40:38,NULL,17046,58,0
600,2024-10-15 07:42:23,NULL,5302,250,0
601,2024-10-15 07:38:42,NULL,14461,251,0
602,2024-10-14 10:39:35,NULL,13344,247,0
603,2024-10-14 10:38:34,NULL,2639,250,0
604,2024-10-14 10:36:18,NULL,6806,241,0
605,2024-10-14 10:35:33,NULL,6730,252,0
606,2024-10-14 10:33:37,NULL,6686,242,0
607,2024-10-14 10:32:06,NULL,7246,249,0
608,2024-10-14 10:30:20,NULL,3243,240,0
609,2024-10-14 10:29:32,NULL,15642,245,0
610,2024-10-14 10:28:29,NULL,6957,243,0
611,2024-10-14 10:26:13,NULL,7386,246,0
612,2024-10-14 10:25:41,NULL,2638,251,0
613,2024-10-14 10:20:18,NULL,7455,248,0
614,2024-10-14 09:17:23,NULL,17395,16,0
615,2024-10-14 09:16:55,NULL,17393,16,0
616,2024-10-14 09:16:18,NULL,17394,16,0
617,2024-10-14 09:15:55,NULL,17389,16,0
618,2024-10-14 09:14:49,NULL,17385,16,0
619,2024-10-14 09:14:25,NULL,17386,16,0
620,2024-10-14 09:12:58,NULL,17388,16,0
621,2024-10-14 09:12:20,NULL,17387,16,0
622,2024-10-14 09:11:55,NULL,17398,16,0
623,2024-10-14 09:10:55,NULL,17397,16,0
624,2024-10-14 09:10:06,NULL,17396,16,0
625,2024-10-14 09:09:37,NULL,17392,16,0
626,2024-10-14 09:08:32,NULL,17391,16,0
627,2024-10-14 09:08:09,NULL,17390,16,0
628,2024-10-14 09:07:40,NULL,17383,16,0
629,2024-10-14 09:07:15,NULL,17402,16,0
630,2024-10-14 09:06:49,NULL,17401,16,0
631,2024-10-14 09:05:59,NULL,17400,16,0
632,2024-10-14 09:05:33,NULL,17399,16,0
633,2024-10-14 09:05:02,NULL,17384,16,0
634,2024-10-14 09:04:29,NULL,17404,16,0
635,2024-10-14 09:04:07,NULL,17403,16,0
636,2024-10-14 09:03:08,NULL,17405,16,0
637,2024-10-14 07:51:19,NULL,17125,24,0
638,2024-10-10 14:50:58,NULL,1294,113,0
639,2024-10-10 14:49:26,NULL,314,118,0
640,2024-10-10 14:48:10,NULL,4708,110,0
641,2024-10-10 14:46:45,NULL,6056,124,0
642,2024-10-10 13:24:16,NULL,16550,76,0
643,2024-10-10 13:23:27,NULL,9976,75,0
644,2024-10-10 13:22:47,NULL,14315,75,0
645,2024-10-10 13:22:12,NULL,5428,73,0
646,2024-10-10 13:21:25,NULL,12091,73,0
647,2024-10-10 13:20:48,NULL,12152,72,0
648,2024-10-10 13:20:05,NULL,15151,72,0
649,2024-10-10 13:19:03,NULL,7081,71,0
650,2024-10-10 13:18:31,NULL,13093,70,0
651,2024-10-10 13:17:46,NULL,5321,70,0
652,2024-10-10 13:12:35,NULL,2208,65,0
653,2024-10-10 13:12:08,NULL,6189,65,0
654,2024-10-10 13:09:51,NULL,16241,64,0
655,2024-10-10 13:08:51,NULL,14787,63,0
656,2024-10-10 13:05:54,NULL,14406,69,0
657,2024-10-10 13:04:57,NULL,16449,67,0
658,2024-10-10 13:04:24,NULL,15208,67,0
659,2024-10-10 12:59:35,NULL,11573,66,0
660,2024-10-10 12:59:05,NULL,6683,66,0
661,2024-10-10 11:19:20,NULL,15784,125,0
662,2024-10-10 08:25:02,NULL,16679,45,0
663,2024-10-10 08:22:28,NULL,17267,34,0
664,2024-10-10 08:19:14,NULL,17276,34,0
665,2024-10-10 08:18:15,NULL,17277,34,0
666,2024-10-10 08:17:45,NULL,17278,34,0
667,2024-10-10 08:17:19,NULL,17279,34,0
668,2024-10-10 08:16:45,NULL,17280,34,0
669,2024-10-10 08:16:00,NULL,17281,34,0
670,2024-10-10 08:15:20,NULL,17275,34,0
671,2024-10-10 08:13:08,NULL,17274,34,0
672,2024-10-10 08:12:19,NULL,17273,34,0
673,2024-10-10 08:11:39,NULL,17272,34,0
674,2024-10-10 08:11:15,NULL,17263,34,0
675,2024-10-10 08:10:10,NULL,17265,34,0
676,2024-10-10 08:09:44,NULL,17266,34,0
677,2024-10-10 08:08:45,NULL,17268,34,0
678,2024-10-10 08:07:30,NULL,17282,34,0
679,2024-10-10 08:06:31,NULL,17270,34,0
680,2024-10-10 08:06:02,NULL,17269,34,0
681,2024-10-10 08:05:15,NULL,17271,34,0
682,2024-10-10 08:03:56,NULL,15788,34,0
683,2024-10-09 13:49:16,NULL,5291,368,0
684,2024-10-09 13:38:42,NULL,7268,355,0
685,2024-10-09 13:03:57,NULL,4719,134,0
686,2024-10-09 13:01:48,NULL,15831,129,0
687,2024-10-09 13:00:54,NULL,6991,135,0
688,2024-10-09 12:59:59,NULL,14364,134,0
689,2024-10-09 12:58:46,NULL,16255,130,0
690,2024-10-09 12:55:49,NULL,16763,128,0
691,2024-10-09 12:52:03,NULL,16139,127,0
692,2024-10-09 12:51:16,NULL,15719,133,0
693,2024-10-09 12:50:49,NULL,7631,131,0
694,2024-10-09 12:50:09,NULL,16201,126,0
695,2024-10-09 12:29:49,NULL,6756,436,0
696,2024-10-09 12:29:21,NULL,8657,436,0
697,2024-10-09 12:20:19,NULL,848,427,0
698,2024-10-08 12:22:03,NULL,6336,93,0
699,2024-10-08 12:21:23,NULL,15571,93,0
700,2024-10-08 10:29:46,NULL,3217,348,0
701,2024-10-04 13:25:47,NULL,17439,25,0
702,2024-10-04 13:24:38,NULL,17438,25,0
703,2024-10-04 13:23:55,NULL,17437,25,0
704,2024-10-04 13:23:00,NULL,17436,25,0
705,2024-10-04 13:22:17,NULL,17435,25,0
706,2024-10-04 13:21:40,NULL,17434,25,0
707,2024-10-04 13:20:47,NULL,17433,25,0
708,2024-10-04 13:20:03,NULL,17432,25,0
709,2024-10-04 13:19:08,NULL,17446,25,0
710,2024-10-04 13:18:24,NULL,17444,25,0
711,2024-10-04 13:17:24,NULL,17443,25,0
712,2024-10-04 13:16:44,NULL,17442,25,0
713,2024-10-04 13:15:26,NULL,17441,25,0
714,2024-10-04 13:13:12,NULL,17440,25,0
715,2024-10-04 13:01:19,NULL,16520,39,0
716,2024-10-04 12:54:38,NULL,16779,39,0
717,2024-10-03 09:55:20,NULL,17018,23,0
718,2024-10-03 09:54:52,NULL,17019,23,0
719,2024-10-03 09:54:27,NULL,17020,23,0
720,2024-10-03 09:53:45,NULL,17021,23,0
721,2024-10-03 09:53:04,NULL,17022,23,0
722,2024-10-03 09:52:35,NULL,17023,23,0
723,2024-10-03 09:52:04,NULL,17024,23,0
724,2024-10-03 09:51:35,NULL,17025,23,0
725,2024-10-03 09:50:47,NULL,17026,23,0
726,2024-10-03 09:49:57,NULL,17027,23,0
727,2024-10-03 09:45:08,NULL,17028,23,0
728,2024-10-03 09:44:19,NULL,17029,23,0
729,2024-10-03 09:35:32,NULL,17030,23,0
730,2024-10-03 09:34:54,NULL,17032,23,0
731,2024-10-03 09:34:14,NULL,17033,23,0
732,2024-10-03 09:33:37,NULL,17034,23,0
733,2024-10-03 09:33:09,NULL,17035,23,0
734,2024-10-03 09:32:37,NULL,17036,23,0
735,2024-09-19 10:52:23,NULL,7405,295,0
736,2024-09-18 15:24:25,NULL,4427,364,0
737,2024-09-18 13:52:33,NULL,7647,369,0
738,2024-09-18 12:51:40,NULL,16218,437,0
739,2024-09-18 12:51:11,NULL,10082,437,0
740,2024-09-17 11:13:14,NULL,12254,35,0
741,2024-09-17 11:12:50,NULL,12246,35,0
742,2024-09-17 11:12:25,NULL,12251,35,0
743,2024-09-17 11:12:00,NULL,12261,35,0
744,2024-09-17 11:11:35,NULL,12256,35,0
745,2024-09-17 11:11:10,NULL,12249,35,0
746,2024-09-17 11:10:44,NULL,12250,35,0
747,2024-09-17 11:10:13,NULL,12260,35,0
748,2024-09-17 11:09:49,NULL,12252,35,0
749,2024-09-17 11:09:26,NULL,12262,35,0
750,2024-09-17 11:09:01,NULL,12259,35,0
751,2024-09-17 11:08:33,NULL,12257,35,0
752,2024-09-17 11:08:08,NULL,12245,35,0
753,2024-09-17 11:07:43,NULL,12248,35,0
754,2024-09-17 11:07:18,NULL,12253,35,0
755,2024-09-17 11:06:53,NULL,12258,35,0
756,2024-09-17 11:06:28,NULL,12247,35,0
757,2024-09-17 11:06:03,NULL,12255,35,0
758,2024-09-17 11:05:38,NULL,13578,35,0
759,2024-09-17 11:05:14,NULL,13581,35,0
760,2024-09-17 11:04:49,NULL,13593,35,0
761,2024-09-17 11:03:39,NULL,13586,35,0
762,2024-09-17 11:02:42,NULL,13590,35,0
763,2024-09-17 11:02:18,NULL,13580,35,0
764,2024-09-17 11:01:48,NULL,14379,35,0
765,2024-09-17 11:01:22,NULL,13583,35,0
766,2024-09-17 11:00:56,NULL,13589,35,0
767,2024-09-17 11:00:22,NULL,13591,35,0
768,2024-09-17 10:59:55,NULL,13577,35,0
769,2024-09-17 10:59:26,NULL,13592,35,0
770,2024-09-17 10:58:59,NULL,13595,35,0
771,2024-09-17 10:58:33,NULL,13587,35,0
772,2024-09-17 10:57:58,NULL,13582,35,0
773,2024-09-17 10:56:05,NULL,13588,35,0
774,2024-09-17 10:55:06,NULL,13579,35,0
775,2024-09-13 13:49:28,NULL,17001,1,0
776,2024-09-13 13:35:06,NULL,14225,1,0
777,2024-09-13 13:33:43,NULL,7301,37,0
778,2024-09-13 13:33:14,NULL,16498,37,0
779,2024-09-13 13:32:48,NULL,7519,37,0
780,2024-09-13 13:32:24,NULL,7300,37,0
781,2024-09-13 13:31:47,NULL,14177,37,0
782,2024-09-13 13:31:24,NULL,16497,37,0
783,2024-09-13 13:30:43,NULL,16528,37,0
784,2024-09-13 13:30:10,NULL,16578,37,0
785,2024-09-13 13:29:47,NULL,16539,37,0
786,2024-09-13 13:29:21,NULL,16781,37,0
787,2024-09-13 13:28:54,NULL,7530,37,0
788,2024-09-13 13:28:28,NULL,15408,37,0
789,2024-09-13 13:27:57,NULL,16584,37,0
790,2024-09-13 13:27:22,NULL,16789,37,0
791,2024-09-13 13:26:58,NULL,16049,37,0
792,2024-09-13 13:26:33,NULL,16494,37,0
793,2024-09-13 13:26:07,NULL,16488,37,0
794,2024-09-13 13:25:34,NULL,16993,37,0
795,2024-09-13 13:24:46,NULL,16180,37,0
796,2024-09-13 13:24:07,NULL,16590,37,0
797,2024-09-13 13:23:07,NULL,16981,37,0
798,2024-09-13 13:16:20,NULL,16990,37,0
799,2024-09-13 13:15:20,NULL,16987,37,0
800,2024-09-13 13:14:29,NULL,14218,37,0
801,2024-09-13 13:13:35,NULL,16591,37,0
802,2024-09-13 13:12:58,NULL,16985,37,0
803,2024-09-13 13:12:28,NULL,16598,37,0
804,2024-09-13 13:11:12,NULL,5921,37,0
805,2024-09-13 13:10:00,NULL,16601,37,0
806,2024-09-13 13:09:30,NULL,16546,37,0
807,2024-09-13 13:09:05,NULL,16586,37,0
808,2024-09-13 13:08:37,NULL,16743,37,0
809,2024-09-11 13:08:54,NULL,17000,35,0
810,2024-09-11 13:07:10,NULL,7077,35,0
811,2024-09-11 13:06:26,NULL,7474,35,0
812,2024-09-11 13:05:31,NULL,7641,35,0
813,2024-09-11 13:04:39,NULL,7304,35,0
814,2024-09-11 13:04:06,NULL,7109,35,0
815,2024-09-11 13:03:35,NULL,7533,35,0
816,2024-09-11 13:03:01,NULL,2512,35,0
817,2024-09-11 13:02:20,NULL,16930,35,0
818,2024-09-11 13:01:47,NULL,3342,35,0
819,2024-09-11 13:01:13,NULL,3250,35,0
820,2024-09-11 13:00:46,NULL,13613,35,0
821,2024-09-11 13:00:20,NULL,9679,35,0
822,2024-09-11 12:59:51,NULL,7465,35,0
823,2024-09-11 12:59:18,NULL,14710,35,0
824,2024-09-11 12:58:42,NULL,3213,35,0
825,2024-09-11 12:58:05,NULL,3433,35,0
826,2024-09-04 12:35:17,NULL,16368,39,0
827,2024-09-03 12:02:37,NULL,3196,35,0
828,2024-09-03 12:02:08,NULL,7075,35,0
829,2024-09-03 12:01:43,NULL,3429,35,0
830,2024-09-03 12:01:13,NULL,7526,35,0
831,2024-09-03 12:00:36,NULL,7272,35,0
832,2024-09-03 11:59:31,NULL,14354,35,0
833,2024-09-03 11:58:50,NULL,13349,35,0
834,2024-09-03 11:58:19,NULL,10072,35,0
835,2024-09-03 11:57:45,NULL,13351,35,0
836,2024-09-03 11:57:17,NULL,6890,35,0
837,2024-09-03 11:56:53,NULL,10136,35,0
838,2024-09-03 11:56:29,NULL,9346,35,0
839,2024-09-03 11:56:02,NULL,3258,35,0
840,2024-09-03 11:55:11,NULL,2411,35,0
841,2024-09-03 11:54:34,NULL,14268,35,0
842,2024-09-03 11:53:50,NULL,16481,35,0
843,2024-09-03 10:00:28,NULL,8879,16,0
844,2024-09-02 08:30:13,NULL,14320,6,0
845,2024-09-02 08:29:52,NULL,7364,6,0
846,2024-09-02 08:29:33,NULL,16107,6,0
847,2024-09-02 08:29:08,NULL,14328,6,0
848,2024-09-02 08:28:49,NULL,14423,6,0
849,2024-09-02 08:28:28,NULL,16251,6,0
850,2024-09-02 08:27:55,NULL,16151,6,0
851,2024-09-02 08:27:25,NULL,14322,6,0
852,2024-09-02 08:27:02,NULL,16166,6,0
853,2024-09-02 08:26:40,NULL,16167,6,0
854,2024-09-02 08:26:02,NULL,15629,6,0
855,2024-09-02 08:25:39,NULL,12634,6,0
856,2024-09-02 08:25:17,NULL,14386,6,0
857,2024-09-02 08:24:55,NULL,14426,6,0
858,2024-09-02 08:24:31,NULL,6657,6,0
859,2024-09-02 08:23:50,NULL,14075,6,0
860,2024-06-07 13:08:08,NULL,16444,332,0
861,2024-06-03 10:27:19,NULL,15052,296,0
862,2024-05-30 12:36:23,NULL,16927,45,0
863,2024-05-17 11:32:52,NULL,16185,337,0
864,2024-05-17 11:32:23,NULL,11923,337,0
865,2024-05-16 11:34:56,NULL,14229,363,0
866,2024-05-15 09:42:53,NULL,7448,315,0
867,2024-05-15 07:52:25,NULL,16809,51,0
868,2024-05-09 11:38:54,NULL,15262,121,0
869,2024-04-11 12:49:24,NULL,16462,282,0
870,2024-04-05 11:31:48,NULL,15115,166,0
871,2024-03-13 11:17:45,NULL,11388,369,0
872,2024-03-07 11:03:54,NULL,16417,222,0
873,2024-02-16 08:37:23,NULL,14231,45,0
874,2024-02-14 11:30:22,NULL,6063,318,0
875,2024-02-08 15:26:40,NULL,14815,242,0
876,2024-02-08 11:00:39,NULL,16040,222,0
877,2024-01-05 11:46:20,NULL,5579,165,0
878,2024-01-05 11:35:51,NULL,1009,337,0
879,2024-01-04 11:10:56,NULL,5557,93,0
880,2023-12-12 11:14:41,NULL,14082,396,0
881,2023-12-06 11:11:39,NULL,3393,318,0
882,2023-12-06 11:11:13,NULL,8190,318,0
883,2023-11-24 13:17:56,NULL,14961,166,0
884,2023-11-24 13:17:39,NULL,10552,166,0
885,2023-11-24 07:48:50,NULL,16617,297,0
886,2023-11-24 07:48:11,NULL,15189,293,0
887,2023-11-14 10:50:55,NULL,14847,80,0
888,2023-11-14 08:24:07,NULL,16280,91,0
889,2023-11-14 08:18:54,NULL,3049,200,0
890,2023-11-10 10:34:26,NULL,16690,100,0
891,2023-11-07 09:09:36,NULL,15519,66,0
892,2023-10-31 10:15:58,NULL,7614,85,0
893,2023-10-30 11:19:29,NULL,14199,118,0
894,2023-10-03 11:47:11,NULL,6875,252,0
895,2023-09-28 12:45:26,NULL,4746,303,0
896,2023-09-27 12:04:05,NULL,7121,18,0
897,2023-09-27 11:06:55,NULL,4997,318,0
898,2023-09-25 13:15:12,NULL,15550,59,0
899,2023-09-22 11:47:48,NULL,15984,234,0
900,2023-09-19 14:50:59,NULL,6334,156,0
901,2023-09-18 09:39:35,NULL,5962,234,0
902,2023-06-09 12:28:10,NULL,5472,100,0
903,2023-06-05 10:41:36,NULL,14376,100,0
